"GeneSymbol","ModuleColor","ModuleLabel"
"C15orf52","brown",3
"ANTXR1","grey",0
"SLC30A4","grey",0
"SEPT9","grey",0
"VEGFB","grey",0
"LAMB2","grey",0
"BMP5","grey",0
"RHOC","grey",0
"FGFRL1","grey",0
"HIGD1B","grey",0
"FAM107A","brown",3
"ARHGAP19","grey",0
"CACNA1C-AS4","grey",0
"GUCD1","grey",0
"COLEC12","grey",0
"GFAP","grey",0
"SDHC","turquoise",1
"METTL7A","blue",2
"HCAR3","grey",0
"AIFM3","grey",0
"NME4","grey",0
"NDRG2","grey",0
"NFIA","yellow",4
"INPPL1","grey",0
"FCGRT","grey",0
"B2M","grey",0
"EDNRB","grey",0
"EMX2","grey",0
"PPIL4","turquoise",1
"BBOX1","grey",0
"ACOT11","grey",0
"BRAF","red",6
"OR5K3","grey",0
"PHGDH","brown",3
"PBX2","grey",0
"SYTL4","grey",0
"VSIG2","grey",0
"GSDMD","grey",0
"MAGED1","turquoise",1
"DCN","grey",0
"RPPH1","grey",0
"SLC9A3R1","green",5
"CTSH","grey",0
"PAXIP1-AS2","yellow",4
"RAMP1","grey",0
"SNORD108","turquoise",1
"TMED9","turquoise",1
"RPS15A","grey",0
"TNS3","grey",0
"PACSIN3","brown",3
"APOE","grey",0
"SORCS2","grey",0
"IGDCC4","grey",0
"ADGRG1","grey",0
"BRD4","grey",0
"SYNJ1","turquoise",1
"PLCG1","yellow",4
"RPL37A","grey",0
"FAM181B","brown",3
"HEBP2","grey",0
"GOLGA1","grey",0
"PARP10","grey",0
"CBS","grey",0
"KLHL35","turquoise",1
"PIP5K1B","grey",0
"KAT2B","brown",3
"ACAA2","blue",2
"HDAC1","brown",3
"HSD17B14","grey",0
"PLEC","grey",0
"RHOQ","grey",0
"MED8","turquoise",1
"TIMM50","grey",0
"PRKX","brown",3
"SNORD114-13","turquoise",1
"ACSS1","grey",0
"NINL","yellow",4
"RPLP1","grey",0
"NUPR1","grey",0
"PTTG1IP","grey",0
"ADAR","grey",0
"ELFN2","turquoise",1
"RPL39","grey",0
"FBLN7","turquoise",1
"GABRG1","grey",0
"MEF2A","turquoise",1
"UBAP1L","grey",0
"DNALI1","grey",0
"ASCL1","grey",0
"RPL30","grey",0
"RPL35A","grey",0
"SLC4A8","turquoise",1
"PRDX6","grey",0
"MAPK10","turquoise",1
"AEBP1","grey",0
"KCNMA1","turquoise",1
"MSRB3","grey",0
"ZC2HC1C","brown",3
"ID1","grey",0
"DBI","grey",0
"SLC6A12","brown",3
"MOB3C","green",5
"RDH5","grey",0
"PREB","grey",0
"ITGB5","grey",0
"IQCK","brown",3
"RGMA","grey",0
"AHNAK","grey",0
"CKLF","blue",2
"PTPN3","turquoise",1
"TRIM8","grey",0
"ATP2B2","red",6
"ATP1A1","turquoise",1
"PNKD","turquoise",1
"SELK","blue",2
"HBB","grey",0
"SREBF1","grey",0
"ITSN1","grey",0
"DNM3","turquoise",1
"TLCD1","grey",0
"PIANP","turquoise",1
"NWD1","grey",0
"DSE","grey",0
"TCAIM","grey",0
"ATP2A2","turquoise",1
"C11orf31","grey",0
"CARHSP1","brown",3
"HJURP","turquoise",1
"PLEKHH2","blue",2
"AKR1C3","grey",0
"RASL12","grey",0
"NSF","turquoise",1
"RTN3","turquoise",1
"ATP6V1B2","turquoise",1
"MDH1","turquoise",1
"YWHAG","turquoise",1
"DCLK1","turquoise",1
"MOAP1","turquoise",1
"FGF12","turquoise",1
"PAK1","turquoise",1
"PRKCB","turquoise",1
"CHL1","turquoise",1
"TOMM20","turquoise",1
"RGS4","turquoise",1
"NAP1L5","turquoise",1
"CISD1","turquoise",1
"NEFM","turquoise",1
"LMBRD2","turquoise",1
"SMYD2","turquoise",1
"SV2B","turquoise",1
"ATL1","turquoise",1
"GPRASP2","turquoise",1
"SVOP","turquoise",1
"DDN","turquoise",1
"ADAM23","turquoise",1
"UBE2V2","turquoise",1
"GABRG2","turquoise",1
"COPG2IT1","turquoise",1
"CCK","turquoise",1
"ELAVL4","turquoise",1
"ATP6V1A","turquoise",1
"ATP6V1E1","turquoise",1
"CAP2","turquoise",1
"GDAP1","turquoise",1
"UCHL1","turquoise",1
"NCALD","turquoise",1
"ZNF25","turquoise",1
"ATP1B1","turquoise",1
"BCL11A","turquoise",1
"ATP2B1","turquoise",1
"SNCA","turquoise",1
"REEP1","turquoise",1
"NRGN","turquoise",1
"LRRC8B","turquoise",1
"GABBR2","turquoise",1
"ATP6V1C1","turquoise",1
"UBQLN1","turquoise",1
"PSMG3","turquoise",1
"PCSK1","turquoise",1
"VSNL1","turquoise",1
"INA","turquoise",1
"PARM1","turquoise",1
"TSPAN13","turquoise",1
"HPRT1","turquoise",1
"KCNS2","turquoise",1
"GALNT11","turquoise",1
"GOT1","turquoise",1
"PGM2L1","turquoise",1
"SLC30A3","turquoise",1
"NAP1L2","turquoise",1
"RTN1","turquoise",1
"ITFG1","turquoise",1
"YWHAZ","turquoise",1
"SYT13","turquoise",1
"COPG2","turquoise",1
"KCNQ5","turquoise",1
"PDK3","turquoise",1
"MAP2","turquoise",1
"CFLAR","green",5
"KCNS1","turquoise",1
"KCNB1","turquoise",1
"PNMA2","turquoise",1
"CHGA","turquoise",1
"KLC1","turquoise",1
"R3HDM1","turquoise",1
"GRIA3","turquoise",1
"ARHGEF4","turquoise",1
"CNTNAP2","turquoise",1
"CSRNP3","turquoise",1
"NELL1","turquoise",1
"FAXC","turquoise",1
"DNM1L","turquoise",1
"NIPAL2","turquoise",1
"CTXN1","turquoise",1
"SLIT2","turquoise",1
"ENC1","turquoise",1
"GUCY1B3","turquoise",1
"NPTN","turquoise",1
"SERPINI1","turquoise",1
"KCNC2","turquoise",1
"MAP2K4","turquoise",1
"PDP1","turquoise",1
"CDKN2D","turquoise",1
"CCDC184","turquoise",1
"PHF24","turquoise",1
"FAM81A","turquoise",1
"ADRA1B","turquoise",1
"NEFL","turquoise",1
"NLK","turquoise",1
"MLLT11","turquoise",1
"PLPPR4","turquoise",1
"GRIN2A","turquoise",1
"IMP3","blue",2
"NELL2","turquoise",1
"MAPK9","turquoise",1
"GABRB3","turquoise",1
"ARL8B","turquoise",1
"GAD2","turquoise",1
"ARL6IP1","turquoise",1
"RAB27B","turquoise",1
"SNTG1","turquoise",1
"NCEH1","turquoise",1
"FBXO34","turquoise",1
"FAM49A","turquoise",1
"CBLN2","turquoise",1
"TMEM130","turquoise",1
"NEGR1","turquoise",1
"C1QL3","turquoise",1
"STXBP6","turquoise",1
"TMEM268","turquoise",1
"RNF175","turquoise",1
"B4GAT1","turquoise",1
"GLRB","turquoise",1
"LMO3","turquoise",1
"PSAT1","blue",2
"CCND2","turquoise",1
"VSTM2A","turquoise",1
"SCAMP1","turquoise",1
"MEF2C","turquoise",1
"CREG2","turquoise",1
"RIMBP2","turquoise",1
"LCMT1","turquoise",1
"GRIA2","turquoise",1
"SLC2A13","turquoise",1
"WDR47","turquoise",1
"ST6GALNAC5","turquoise",1
"VAMP2","turquoise",1
"BBS2","blue",2
"SAE1","turquoise",1
"ATP9A","turquoise",1
"ATP5B","turquoise",1
"BEX2","turquoise",1
"TSPYL1","turquoise",1
"CAMKV","turquoise",1
"PNMAL1","turquoise",1
"NSMF","turquoise",1
"RAB3C","turquoise",1
"MAP7D2","turquoise",1
"NAP1L3","turquoise",1
"KHDRBS3","turquoise",1
"DLG2","turquoise",1
"CADPS","turquoise",1
"NUDT11","turquoise",1
"KIF3A","turquoise",1
"CHN1","turquoise",1
"THRB","turquoise",1
"TBR1","turquoise",1
"PRPF19","turquoise",1
"NACC2","grey",0
"ATAD1","blue",2
"ACKR3","blue",2
"MIAT","turquoise",1
"LZTFL1","turquoise",1
"SIPA1L2","turquoise",1
"PGK1","turquoise",1
"KRT222","turquoise",1
"C8orf46","turquoise",1
"CDK5R1","turquoise",1
"EZR","grey",0
"SLC25A4","turquoise",1
"RIMKLA","turquoise",1
"SCN2A","red",6
"C16orf45","turquoise",1
"CD99L2","turquoise",1
"GFRA2","turquoise",1
"LRRC7","turquoise",1
"FAM3C","turquoise",1
"PEG3","turquoise",1
"BTBD10","turquoise",1
"HACD3","blue",2
"MYT1L","turquoise",1
"FXYD6","turquoise",1
"THY1","turquoise",1
"DACT3","turquoise",1
"NRG3","turquoise",1
"FAM49B","turquoise",1
"GLS","turquoise",1
"TMEM106B","blue",2
"RAPGEF3","brown",3
"LIN7B","turquoise",1
"CAMTA1","turquoise",1
"PFN2","turquoise",1
"SLC9A6","turquoise",1
"RIN2","grey",0
"MYO5A","turquoise",1
"PPP3CB","turquoise",1
"CAMK2A","turquoise",1
"ATP6V1D","turquoise",1
"BCAS2","blue",2
"C1orf216","turquoise",1
"NECAB1","turquoise",1
"CDC42SE2","turquoise",1
"SLC6A17","turquoise",1
"REEP5","turquoise",1
"PEX11B","turquoise",1
"DYNC1I1","turquoise",1
"CCDC85A","turquoise",1
"PPFIBP1","turquoise",1
"CAMSAP2","turquoise",1
"MAN2B2","turquoise",1
"SUB1","blue",2
"PGAM4","turquoise",1
"AASDHPPT","turquoise",1
"ERC2","turquoise",1
"CXCL14","turquoise",1
"HEPACAM","brown",3
"PPP3CA","turquoise",1
"C11orf87","turquoise",1
"ARHGEF3","turquoise",1
"HIGD1A","turquoise",1
"ATP6AP2","blue",2
"MAST3","turquoise",1
"KIF1BP","blue",2
"TP53BP2","blue",2
"CX3CL1","turquoise",1
"GNA13","grey",0
"SCN8A","turquoise",1
"PREPL","turquoise",1
"PTBP1","green",5
"CDKL5","turquoise",1
"KCNA2","turquoise",1
"PHACTR1","turquoise",1
"CBLN4","turquoise",1
"SCG5","turquoise",1
"TMEM14A","turquoise",1
"DLGAP2","turquoise",1
"STYK1","turquoise",1
"PWAR5","turquoise",1
"PLCB1","turquoise",1
"LDB2","turquoise",1
"VBP1","blue",2
"KIF21A","turquoise",1
"EPB41L3","turquoise",1
"UQCRH","blue",2
"CHM","turquoise",1
"KHDRBS2","turquoise",1
"DDX1","blue",2
"TRIM37","turquoise",1
"OPA1","turquoise",1
"LHX2","turquoise",1
"EPHA4","turquoise",1
"UBQLN2","turquoise",1
"STMN2","red",6
"NAPB","turquoise",1
"STOX1","grey",0
"ZMAT3","turquoise",1
"NECTIN3","turquoise",1
"EGR3","turquoise",1
"COX7A2","blue",2
"ARAF","green",5
"PACSIN1","turquoise",1
"DCTN1","turquoise",1
"GABRA1","turquoise",1
"SPARCL1","blue",2
"ELAVL2","turquoise",1
"RNFT2","turquoise",1
"LY6H","turquoise",1
"TOX","turquoise",1
"VSTM2L","turquoise",1
"ENO2","turquoise",1
"NDUFB5","turquoise",1
"LOC440040","turquoise",1
"NRSN1","turquoise",1
"WASF1","turquoise",1
"TRO","turquoise",1
"STXBP1","red",6
"UBE2E2","turquoise",1
"PNMA6A","turquoise",1
"GDA","turquoise",1
"SCG2","turquoise",1
"ANKRD46","turquoise",1
"ADCY2","turquoise",1
"ZBTB20","yellow",4
"CDH15","yellow",4
"CTDSP2","green",5
"SMAP2","turquoise",1
"MYCBP2","turquoise",1
"TUSC3","turquoise",1
"SYT1","turquoise",1
"NECAP1","turquoise",1
"HIVEP2","turquoise",1
"C3orf14","turquoise",1
"TUBB3","turquoise",1
"QPCT","turquoise",1
"EIF1AX","blue",2
"PTDSS1","blue",2
"ADGRL2","turquoise",1
"OCRL","turquoise",1
"SLC17A6","turquoise",1
"KLHL42","turquoise",1
"HMP19","turquoise",1
"RPL21","grey",0
"KCNQ3","turquoise",1
"FAM162B","turquoise",1
"CERKL","yellow",4
"TANGO2","turquoise",1
"ZIC4","yellow",4
"STEAP2","turquoise",1
"ZNF770","blue",2
"TCEAL7","turquoise",1
"PLPPR5","turquoise",1
"RAB6B","turquoise",1
"RAB6A","turquoise",1
"CALD1","grey",0
"MAL2","turquoise",1
"RANBP6","blue",2
"PSMC6","blue",2
"MFSD6","turquoise",1
"SYBU","turquoise",1
"ARHGEF9","turquoise",1
"MTX2","turquoise",1
"GABARAPL1","turquoise",1
"NKIRAS1","turquoise",1
"AKAP11","turquoise",1
"SCN3B","turquoise",1
"LRP11","turquoise",1
"HTRA1","brown",3
"PGAM1","turquoise",1
"SARAF","blue",2
"STOML1","turquoise",1
"RPL13AP5","grey",0
"ARHGAP32","turquoise",1
"NTN4","turquoise",1
"RFK","turquoise",1
"REPS2","turquoise",1
"ST8SIA3","turquoise",1
"NDFIP1","turquoise",1
"GPR26","turquoise",1
"MCHR2","turquoise",1
"TMEM14B","blue",2
"C5orf22","turquoise",1
"NETO1","turquoise",1
"ZFAND5","blue",2
"WSB2","turquoise",1
"CD83","turquoise",1
"SLC39A10","turquoise",1
"RHOBTB2","turquoise",1
"SCN2B","turquoise",1
"CHD7","yellow",4
"ATP1A2","grey",0
"CDC42EP4","yellow",4
"ABLIM2","turquoise",1
"MKL2","turquoise",1
"UQCRQ","blue",2
"ITM2C","turquoise",1
"CSRP1","brown",3
"UQCRFS1","blue",2
"MYL12A","grey",0
"CCKBR","turquoise",1
"DACH2","turquoise",1
"PRKCE","turquoise",1
"CDH13","turquoise",1
"AGTPBP1","turquoise",1
"GNG3","turquoise",1
"SH3BGRL","turquoise",1
"LAMP5","turquoise",1
"PAQR9","turquoise",1
"USP11","turquoise",1
"ZFR2","turquoise",1
"PSD2","grey",0
"MYH10","turquoise",1
"HDAC11","turquoise",1
"ADSS","turquoise",1
"RPS13","grey",0
"YBX1","green",5
"C1orf115","turquoise",1
"BTG1","yellow",4
"EMC7","blue",2
"GRM5","turquoise",1
"KIAA1211L","turquoise",1
"NEDD8","blue",2
"UBTD2","yellow",4
"CPE","blue",2
"TAGLN3","turquoise",1
"LRFN5","turquoise",1
"PEG3-AS1","turquoise",1
"KLHDC3","turquoise",1
"FZD7","yellow",4
"KCTD16","turquoise",1
"SPRYD3","turquoise",1
"RAB2A","turquoise",1
"THUMPD1","blue",2
"AK3","blue",2
"TBRG1","turquoise",1
"AK5","turquoise",1
"ABHD10","turquoise",1
"SKP1","turquoise",1
"CACNA2D3","turquoise",1
"KPNA4","blue",2
"SLC25A18","brown",3
"C2orf80","turquoise",1
"RPL17","grey",0
"MAGEE1","turquoise",1
"LOC100128651","turquoise",1
"ZDHHC23","turquoise",1
"ARFGEF1","blue",2
"VDAC3","turquoise",1
"BNIP3L","blue",2
"OXR1","turquoise",1
"CAB39","turquoise",1
"STAT4","turquoise",1
"SNX10","turquoise",1
"RTFDC1","blue",2
"ZIC3","yellow",4
"DNAJC19","blue",2
"TRAPPC6B","turquoise",1
"PTPRN","turquoise",1
"E2F3","turquoise",1
"AKAP6","turquoise",1
"MORF4L2","turquoise",1
"AQP4","grey",0
"BZW2","turquoise",1
"KRAS","turquoise",1
"MALSU1","blue",2
"WRB","blue",2
"CYP46A1","turquoise",1
"OPCML","turquoise",1
"OLFM1","turquoise",1
"TENM2","turquoise",1
"VDAC2","turquoise",1
"TXN","blue",2
"WDR13","turquoise",1
"LMO4","turquoise",1
"UQCRHL","blue",2
"GAD1","turquoise",1
"SRGAP2","yellow",4
"HS6ST3","turquoise",1
"SLIRP","blue",2
"C17orf96","turquoise",1
"RAB40B","turquoise",1
"SPTSSB","turquoise",1
"RANBP3L","grey",0
"ALS2","yellow",4
"DLG3","turquoise",1
"UBLCP1","turquoise",1
"TMSB10","turquoise",1
"SRI","blue",2
"MYADM","turquoise",1
"DPYSL3","turquoise",1
"RPL18A","grey",0
"ZNF204P","turquoise",1
"TMEM126B","blue",2
"SLC17A7","turquoise",1
"COX7A2L","turquoise",1
"HCCS","turquoise",1
"NDEL1","turquoise",1
"NRCAM","turquoise",1
"SYN2","turquoise",1
"TCEB1","blue",2
"RFPL1S","turquoise",1
"C2orf69","turquoise",1
"TEAD2","grey",0
"UNC5D","turquoise",1
"VPS35","turquoise",1
"ITPKB","brown",3
"LAMTOR5","blue",2
"RBFOX2","red",6
"CALM1","turquoise",1
"YWHAH","turquoise",1
"SLC35F1","turquoise",1
"NDFIP2","turquoise",1
"PEX5L","turquoise",1
"B4GALT6","red",6
"CLTC","blue",2
"FAM19A2","turquoise",1
"ASNS","turquoise",1
"NUDT21","turquoise",1
"RGS7BP","turquoise",1
"RPS3A","grey",0
"ERICH3","turquoise",1
"ACAT1","blue",2
"RAB3GAP1","turquoise",1
"SLC8A1","turquoise",1
"DYNC1LI1","turquoise",1
"AMPH","turquoise",1
"FSCN1","brown",3
"NME5","turquoise",1
"G3BP2","turquoise",1
"CCDC175","yellow",4
"SUCLA2","turquoise",1
"DMRTC1","turquoise",1
"TMEM132D","turquoise",1
"KIAA1549L","turquoise",1
"GLUD1","blue",2
"NARS","turquoise",1
"BEX5","turquoise",1
"ATP6V1G2","red",6
"SLC4A10","turquoise",1
"PRDM8","turquoise",1
"TIPRL","turquoise",1
"EIF4E3","turquoise",1
"SLITRK4","red",6
"PALM2","brown",3
"GRIN2C","yellow",4
"CPNE4","turquoise",1
"RASGRP1","red",6
"RAB11FIP2","blue",2
"PNMA3","turquoise",1
"DYNLT3","turquoise",1
"PRPS2","turquoise",1
"RTN4","turquoise",1
"TGFB2","blue",2
"NBPF15","green",5
"CHD5","turquoise",1
"FAM234B","turquoise",1
"FAM19A1","turquoise",1
"TSEN15","turquoise",1
"CD47","turquoise",1
"ZIC2","yellow",4
"BHLHB9","turquoise",1
"AP2M1","turquoise",1
"SH3GL2","turquoise",1
"BEND6","turquoise",1
"KCNJ10","brown",3
"CCNA1","turquoise",1
"NSUN5","green",5
"ATP2C1","turquoise",1
"TMX4","turquoise",1
"DNAJB14","turquoise",1
"NECAP2","green",5
"MYT1","yellow",4
"ALDH2","grey",0
"HECW1","turquoise",1
"ADARB1","red",6
"MXD4","green",5
"MRAP2","turquoise",1
"NDRG3","red",6
"NAGPA","turquoise",1
"OMG","turquoise",1
"BASP1","turquoise",1
"RBFOX1","red",6
"CACNG3","turquoise",1
"SNAP91","turquoise",1
"PCBP2","yellow",4
"CCDC53","blue",2
"PDCD6","blue",2
"TMEM44","turquoise",1
"LRRC6","turquoise",1
"TMEM47","turquoise",1
"BRINP2","turquoise",1
"TRUB1","turquoise",1
"GABRA6","yellow",4
"PCDH7","turquoise",1
"C14orf2","turquoise",1
"SFXN5","grey",0
"POLR2F","blue",2
"CLSTN2","turquoise",1
"MARCKS","blue",2
"ADGRV1","grey",0
"KCNF1","turquoise",1
"RAB22A","turquoise",1
"SLC1A2","turquoise",1
"ATP5J","blue",2
"ST3GAL5","blue",2
"SLITRK5","turquoise",1
"PALM2-AKAP2","turquoise",1
"PAX6","yellow",4
"RPL31","grey",0
"GNG2","turquoise",1
"LYSMD2","turquoise",1
"CTDSPL","yellow",4
"MYO10","brown",3
"CMAS","turquoise",1
"PITHD1","turquoise",1
"FAM58A","turquoise",1
"PDCD10","blue",2
"PELI3","turquoise",1
"STRAP","blue",2
"VPS50","turquoise",1
"ANK2","turquoise",1
"CAMK2N1","turquoise",1
"RIMS3","turquoise",1
"CKMT1A","red",6
"FEZ2","blue",2
"PCMT1","turquoise",1
"SATB2","turquoise",1
"FAM103A1","turquoise",1
"SLC12A5","turquoise",1
"GPI","turquoise",1
"EXPH5","yellow",4
"FRMPD4","turquoise",1
"AMOT","grey",0
"MICU3","turquoise",1
"GCC2","turquoise",1
"DUSP26","turquoise",1
"MAP2K1","turquoise",1
"SMC1A","green",5
"MSRA","yellow",4
"COPS5","blue",2
"ACP1","turquoise",1
"CIDEA","turquoise",1
"LINGO1","turquoise",1
"BTF3L4","turquoise",1
"FGF13","turquoise",1
"SORCS1","turquoise",1
"SEC23A","turquoise",1
"PCNP","blue",2
"GDF11","green",5
"OIP5-AS1","turquoise",1
"PFKM","blue",2
"ZNF215","turquoise",1
"TMOD2","turquoise",1
"PLPP3","grey",0
"PRRG1","brown",3
"ELOVL4","turquoise",1
"HNRNPH1","yellow",4
"ACTN2","turquoise",1
"PON2","grey",0
"RPL21P28","grey",0
"HIBADH","blue",2
"SORT1","brown",3
"TOMM70","turquoise",1
"OXCT1","turquoise",1
"RAB18","blue",2
"BEND5","turquoise",1
"RALYL","turquoise",1
"PNCK","turquoise",1
"PATJ","yellow",4
"UROS","turquoise",1
"CALY","turquoise",1
"NOMO2","turquoise",1
"PSMA5","blue",2
"SERINC1","blue",2
"WLS","turquoise",1
"CDKL1","turquoise",1
"OSBPL6","turquoise",1
"SCAMP5","turquoise",1
"PRMT8","turquoise",1
"ARL2BP","blue",2
"COX7C","blue",2
"LRRTM4","turquoise",1
"SSX2IP","turquoise",1
"YPEL5","turquoise",1
"HSPA13","turquoise",1
"RPL24","grey",0
"TMEM55A","blue",2
"PSMC2","blue",2
"SLC25A12","turquoise",1
"PAPSS1","turquoise",1
"NDUFA4","blue",2
"HADHB","blue",2
"MTCH1","turquoise",1
"EPHA5","turquoise",1
"DNAJA2","turquoise",1
"SACS","turquoise",1
"C5orf51","blue",2
"CTNNA2","turquoise",1
"EBNA1BP2","turquoise",1
"HSPB3","turquoise",1
"ALDH7A1","blue",2
"CREBBP","green",5
"TOMM34","turquoise",1
"SCN1A","turquoise",1
"GOT2","turquoise",1
"PRDX1","blue",2
"POPDC3","turquoise",1
"SEH1L","turquoise",1
"PFDN4","turquoise",1
"CHCHD4","blue",2
"NEUROD1","yellow",4
"PRDX5","blue",2
"LANCL1","turquoise",1
"RPS29","grey",0
"MCF2","turquoise",1
"CCDC47","blue",2
"PTEN","grey",0
"DCUN1D4","turquoise",1
"CHMP5","turquoise",1
"POLR3K","blue",2
"ACSBG1","grey",0
"CUL4B","blue",2
"ACSL4","turquoise",1
"TMEM132B","turquoise",1
"SCOC","blue",2
"FAM217B","turquoise",1
"SLC25A11","turquoise",1
"INSM2","turquoise",1
"CCNJL","yellow",4
"ADAMTS8","turquoise",1
"TPRG1L","turquoise",1
"LRRC49","turquoise",1
"ATP5A1","turquoise",1
"RIDA","grey",0
"KANSL1","yellow",4
"NTRK2","grey",0
"GOLT1B","blue",2
"PPP1R14C","turquoise",1
"TMEM123","brown",3
"IHH","turquoise",1
"NDUFB6","blue",2
"COPS8","turquoise",1
"ARL6","turquoise",1
"SALL3","grey",0
"RNU11","green",5
"HSDL2","blue",2
"PPM1E","turquoise",1
"ADCYAP1","turquoise",1
"GJB6","grey",0
"AKAP13","turquoise",1
"BSCL2","turquoise",1
"CASC15","turquoise",1
"CRTAM","yellow",4
"PSD","turquoise",1
"CLNS1A","blue",2
"TRAPPC11","blue",2
"DPM1","blue",2
"SPIDR","turquoise",1
"RAPGEF2","turquoise",1
"NRXN3","red",6
"UQCRC2","turquoise",1
"CHRM3","turquoise",1
"RAP2A","turquoise",1
"NUDT10","turquoise",1
"PPP1R3F","turquoise",1
"GRIA1","turquoise",1
"CPXM1","grey",0
"MCFD2","blue",2
"YWHAB","turquoise",1
"NDUFS5","turquoise",1
"MKX","turquoise",1
"TMEM141","turquoise",1
"GPRASP1","turquoise",1
"DPYSL2","blue",2
"PIAS4","green",5
"EPHB6","turquoise",1
"PGRMC1","turquoise",1
"PDLIM7","turquoise",1
"GOLIM4","brown",3
"AZIN1","blue",2
"FAM213A","blue",2
"PTAR1","grey",0
"PTRF","grey",0
"NUAK1","turquoise",1
"SPEN","yellow",4
"SERPINF1","turquoise",1
"GJA1","grey",0
"PTER","turquoise",1
"BNIP2","grey",0
"TSPAN7","turquoise",1
"SLC16A14","turquoise",1
"SNORD114-19","turquoise",1
"TUBA4A","turquoise",1
"LONRF2","red",6
"PTPRO","turquoise",1
"MRPS21","turquoise",1
"ZNF224","green",5
"PTPRK","turquoise",1
"DDAH1","blue",2
"MRPL15","turquoise",1
"PELI2","yellow",4
"CCNC","turquoise",1
"JMJD1C","grey",0
"WDR12","turquoise",1
"PSMB7","turquoise",1
"NEFH","turquoise",1
"NDUFV2","turquoise",1
"TMEM179B","brown",3
"PRNP","turquoise",1
"CDR2L","yellow",4
"NPM3","turquoise",1
"C19orf12","turquoise",1
"PPP2CA","turquoise",1
"PSMD14","blue",2
"ARHGEF7","red",6
"TRIM23","turquoise",1
"SLC39A12","grey",0
"TBC1D9","red",6
"BNIP3","turquoise",1
"SOX9","grey",0
"RSPO2","turquoise",1
"TAX1BP1","turquoise",1
"MRPL51","blue",2
"EFCAB7","turquoise",1
"FAR2","turquoise",1
"GSTA4","turquoise",1
"DCAF6","turquoise",1
"ANO3","turquoise",1
"ATP5O","blue",2
"RAB10","blue",2
"SLC1A3","grey",0
"SOS1","yellow",4
"NDN","turquoise",1
"HMGCLL1","turquoise",1
"ABLIM1","yellow",4
"FAM199X","blue",2
"YAP1","grey",0
"NR2E1","turquoise",1
"ARHGAP44","turquoise",1
"NDUFB3","blue",2
"NETO2","turquoise",1
"PMVK","blue",2
"DPF3","yellow",4
"WBP4","blue",2
"CNPY1","yellow",4
"NCAM2","turquoise",1
"PTPRT","turquoise",1
"PKNOX2","turquoise",1
"EAF1","blue",2
"ETNPPL","grey",0
"EPB41","yellow",4
"RANGAP1","turquoise",1
"CACNA1E","turquoise",1
"TRABD","green",5
"PCMTD1","blue",2
"ATP5G1","turquoise",1
"EPT1","blue",2
"RTCA","turquoise",1
"CDHR2","green",5
"TIAL1","grey",0
"CDO1","blue",2
"USP3","yellow",4
"BTBD1","blue",2
"PPFIA2","turquoise",1
"CFAP36","turquoise",1
"RPL26","grey",0
"GABRD","red",6
"STX12","blue",2
"RRP36","turquoise",1
"PLEKHA1","turquoise",1
"ANKMY2","turquoise",1
"FAM131A","turquoise",1
"PAK3","turquoise",1
"CHCHD6","turquoise",1
"UBE2N","turquoise",1
"SH2D5","turquoise",1
"TSPYL5","turquoise",1
"OSBPL8","turquoise",1
"FGFR3","grey",0
"XK","turquoise",1
"MGST3","blue",2
"CRNKL1","yellow",4
"CALM3","turquoise",1
"DPYSL4","turquoise",1
"EPHB1","yellow",4
"TOLLIP","turquoise",1
"BLCAP","turquoise",1
"PDGFRB","grey",0
"PET100","blue",2
"PRKAR1A","turquoise",1
