"GeneSymbol","ModuleColor","ModuleLabel"
"OPTN","turquoise",1
"FOXRED1","turquoise",1
"DAAM1","turquoise",1
"ASPH","grey",0
"ID4","grey",0
"NME7","blue",2
"EPS8","grey",0
"CEP126","turquoise",1
"PID1","turquoise",1
"PEG10","turquoise",1
"TBPL1","turquoise",1
"SCAI","turquoise",1
"SLITRK2","turquoise",1
"MDGA1","yellow",4
"PLEKHB2","turquoise",1
"NBEA","turquoise",1
"SNORD114-11","red",6
"WDR54","turquoise",1
"PHYHIPL","turquoise",1
"MOG","brown",3
"ERP44","yellow",4
"BCAS4","turquoise",1
"KTN1","grey",0
"NCAN","turquoise",1
"CCNY","turquoise",1
"GON7","turquoise",1
"DNAJC10","turquoise",1
"CRIPT","grey",0
"PDHX","blue",2
"MAPRE3","turquoise",1
"TMEM147","blue",2
"ATP5L","blue",2
"GFM1","blue",2
"ATP5J2","turquoise",1
"NOL7","blue",2
"ACBD6","blue",2
"EDIL3","brown",3
"CEBPB","turquoise",1
"ADGRL3","turquoise",1
"MRPS34","brown",3
"UAP1","turquoise",1
"MTIF2","blue",2
"ATMIN","turquoise",1
"C1orf162","grey",0
"S1PR3","grey",0
"TMEM237","turquoise",1
"GRM8","turquoise",1
"PLD3","turquoise",1
"TSC22D3","grey",0
"ATP6V0E1","brown",3
"DCDC2","turquoise",1
"P2RY1","grey",0
"PLIN3","brown",3
"PEBP1","turquoise",1
"TPD52L1","brown",3
"TMTC2","brown",3
"TMEM115","grey",0
"SIRPA","turquoise",1
"COPA","turquoise",1
"RALB","blue",2
"TENM1","yellow",4
"PRODH","grey",0
"STOM","grey",0
"PALM","grey",0
"PABPC1","grey",0
"GPM6A","turquoise",1
"LRRK2","turquoise",1
"GPR135","yellow",4
"ARL6IP5","turquoise",1
"DTNB","turquoise",1
"INPP1","blue",2
"NUDT9","turquoise",1
"C1orf198","brown",3
"CD2BP2","turquoise",1
"METAP1","turquoise",1
"EFEMP2","grey",0
"CNTN3","turquoise",1
"SUSD1","turquoise",1
"BRD7P3","grey",0
"LCOR","yellow",4
"TMEM33","turquoise",1
"THEM6","turquoise",1
"PARVA","blue",2
"CDC37L1","turquoise",1
"COL5A2","turquoise",1
"SLC25A33","blue",2
"NDUFAF5","turquoise",1
"HEXB","blue",2
"KDELC2","grey",0
"KHNYN","green",5
"ELK4","green",5
"MRPL17","turquoise",1
"FTL","brown",3
"RPL9","grey",0
"TMEM2","green",5
"WDR33","yellow",4
"SHROOM2","turquoise",1
"TRIM9","red",6
"NAPEPLD","turquoise",1
"P4HTM","turquoise",1
"PACRG","turquoise",1
"HCFC1R1","turquoise",1
"SMARCA1","turquoise",1
"PPM1K","blue",2
"NENF","brown",3
"PAMR1","turquoise",1
"MAP7","brown",3
"CNDP2","brown",3
"SERINC3","turquoise",1
"SMOX","green",5
"TUBA1A","brown",3
"TM2D3","turquoise",1
"CD200","turquoise",1
"HOOK1","red",6
"SNORD57","green",5
"CSPG4","brown",3
"DDX5","blue",2
"CDC42BPG","green",5
"FARP1","grey",0
"B4GALT1","grey",0
"LSM8","grey",0
"TIMP4","yellow",4
"TMEM128","turquoise",1
"TALDO1","blue",2
"PBX1","turquoise",1
"CACNB4","red",6
"HCFC2","turquoise",1
"SARS","turquoise",1
"NBPF1","yellow",4
"TMEM87A","blue",2
"TMCO1","blue",2
"ULK1","grey",0
"GLTP","brown",3
"KLHDC8B","blue",2
"TIAF1","green",5
"TAF4B","turquoise",1
"TXNDC15","turquoise",1
"PHIP","yellow",4
"SLC12A2","brown",3
"FAM110B","turquoise",1
"PRR18","brown",3
"SDCBP","blue",2
"PLEKHA2","turquoise",1
"MOXD1","turquoise",1
"LIMA1","yellow",4
"RSC1A1","grey",0
"RHOU","brown",3
"PLLP","brown",3
"ARHGAP39","grey",0
"TBC1D13","turquoise",1
"OSBPL1A","turquoise",1
"CROCCP2","green",5
"TAF10","turquoise",1
"LDLRAP1","yellow",4
"NME9","yellow",4
"PAQR4","brown",3
"RHOBTB3","brown",3
"POLR2K","turquoise",1
"PNPO","turquoise",1
"PHF14","turquoise",1
"NPIPA1","green",5
"SLC24A2","turquoise",1
"MTA3","turquoise",1
"MYO18A","brown",3
"IFITM2","grey",0
"RBMS1","turquoise",1
"FMC1","blue",2
"EFHD1","brown",3
"JAZF1","turquoise",1
"HTR2A","turquoise",1
"C6orf120","blue",2
"MMP16","turquoise",1
"COPS4","turquoise",1
"SPATA7","turquoise",1
"DHX15","blue",2
"PAPLN","grey",0
"RAP1GDS1","turquoise",1
"TMEM263","blue",2
"PRPF38B","yellow",4
"TIGD7","blue",2
"ARMCX2","turquoise",1
"CDH18","red",6
"SV2A","turquoise",1
"COX6A1","turquoise",1
"DDX25","turquoise",1
"ST18","yellow",4
"BHLHE40","turquoise",1
"IP6K2","yellow",4
"VPS37A","yellow",4
"ENSA","turquoise",1
"GPER1","green",5
"KCNB2","turquoise",1
"FRYL","brown",3
"EPDR1","turquoise",1
"SMAD5","grey",0
"LPIN2","turquoise",1
"PLEKHM2","grey",0
"FAM167A","grey",0
"TLE2","yellow",4
"ILDR2","turquoise",1
"HMGB3","turquoise",1
"MCM3AP-AS1","grey",0
"PSMB6","blue",2
"TNFRSF1A","grey",0
"CCDC88A","brown",3
"C10orf82","grey",0
"ZNF536","brown",3
"USP17L28","turquoise",1
"KIAA0753","turquoise",1
"CYTH1","brown",3
"ENPP5","turquoise",1
"TXNDC17","blue",2
"ZC3H11A","green",5
"SLC4A4","grey",0
"EML3","grey",0
"ANXA6","turquoise",1
"PTPRD","grey",0
"PARP9","grey",0
"ADAM22","red",6
"SARS2","turquoise",1
"ESD","blue",2
"C9orf40","turquoise",1
"DUSP1","grey",0
"CMBL","turquoise",1
"TMBIM4","brown",3
"FTH1","turquoise",1
"PIGY","blue",2
"GRID2","yellow",4
"CLIP1","yellow",4
"MSI2","grey",0
"LGALS1","turquoise",1
"SPON1","grey",0
"CRMP1","brown",3
"ZNF622","turquoise",1
"SLMAP","blue",2
"IDS","turquoise",1
"TACC1","grey",0
"SLC1A4","grey",0
"FDX1L","turquoise",1
"ANOS1","turquoise",1
"MEIS1","yellow",4
"DIP2B","brown",3
"MEF2D","turquoise",1
"SEC61A2","turquoise",1
"IRF2BPL","blue",2
"FSTL5","red",6
"DMD","turquoise",1
"PTPN4","turquoise",1
"TXNIP","grey",0
"AKAP5","turquoise",1
"CBFB","brown",3
"RHOA","blue",2
"ZFC3H1","grey",0
"PSMA6","turquoise",1
"HSPA2","brown",3
"DPY19L2P1","turquoise",1
"ZMIZ2","green",5
"SERGEF","turquoise",1
"CDC123","turquoise",1
"PMM1","blue",2
"UBA5","turquoise",1
"TAC1","turquoise",1
"TLE4","brown",3
"RRAGB","turquoise",1
"HEATR5B","turquoise",1
"NEK10","turquoise",1
"SKIL","turquoise",1
"HERC6","turquoise",1
"CCDC14","turquoise",1
"ATXN1","turquoise",1
"USP17L24","turquoise",1
"PEX13","turquoise",1
"CCDC115","blue",2
"TMEM38A","turquoise",1
"PCDHGA11","yellow",4
"MRPL14","blue",2
"STK19","blue",2
"CSGALNACT1","turquoise",1
"ESPNL","green",5
"WNK1","brown",3
"PPP2R2B","turquoise",1
"ATP6V0E2","turquoise",1
"MARCH7","blue",2
"APPBP2","turquoise",1
"SYN1","turquoise",1
"NCKIPSD","turquoise",1
"PTPN13","turquoise",1
"LRRFIP2","grey",0
"ILF2","blue",2
"ARIH1","turquoise",1
"FAM107B","brown",3
"CTNND2","blue",2
"GPR158","red",6
"GLTSCR1L","turquoise",1
"RNF112","yellow",4
"PSRC1","brown",3
"USP17L30","turquoise",1
"ANKRD29","turquoise",1
"DENND3","turquoise",1
"CLDND1","brown",3
"NPFF","yellow",4
"PMS2CL","turquoise",1
"RCOR2","turquoise",1
"OPALIN","brown",3
"MAOA","grey",0
"KIAA0430","turquoise",1
"COPG1","turquoise",1
"RNY4","grey",0
"TENM4","turquoise",1
"NOTCH2NL","grey",0
"NDUFC1","blue",2
"PLCH1","turquoise",1
"SLC25A40","turquoise",1
"VAMP3","brown",3
"C11orf74","turquoise",1
"IL17RB","grey",0
"LGI3","turquoise",1
"PPP1CB","blue",2
"TMEM59L","turquoise",1
"AGO2","green",5
"IBTK","blue",2
"GRIN1","turquoise",1
"CHCHD10","turquoise",1
"MRPL45","turquoise",1
"MIEF1","turquoise",1
"CYP2J2","brown",3
"COPS2","turquoise",1
"ABCE1","turquoise",1
"B4GALT5","turquoise",1
"KCNH3","turquoise",1
"PSIP1","blue",2
"RRM2B","turquoise",1
"SOGA1","yellow",4
"SERTM1","turquoise",1
"EEF1E1","turquoise",1
"TUBA3E","turquoise",1
"ATP5EP2","blue",2
"NKX6-2","brown",3
"PPP1R26","turquoise",1
"SYNE1","yellow",4
"SHROOM4","brown",3
"RSPH3","turquoise",1
"SNX30","grey",0
"JARID2","grey",0
"C17orf97","turquoise",1
"CDH20","brown",3
"PFAS","turquoise",1
"SEL1L3","yellow",4
"TMA16","turquoise",1
"SRRM1","blue",2
"MARCH6","red",6
"NAA50","blue",2
"ERBB3","brown",3
"KAT6A","green",5
"PAFAH1B1","blue",2
"AGT","grey",0
"MRPS23","blue",2
"SPARC","grey",0
"ALDH4A1","grey",0
"ROBO2","turquoise",1
"SH3BP4","brown",3
"SMC3","blue",2
"GPR137B","grey",0
"DHFR2","turquoise",1
"PRKCQ-AS1","brown",3
"THAP10","turquoise",1
"TNFRSF21","turquoise",1
"ESYT1","turquoise",1
"ADCY1","turquoise",1
"GMNN","grey",0
"APEH","turquoise",1
"DDHD2","turquoise",1
"COL4A3BP","turquoise",1
"CALHM1","turquoise",1
"CDK12","grey",0
"SFXN1","turquoise",1
"STAT5B","green",5
"C21orf91","brown",3
"HERC2P2","green",5
"RN7SK","green",5
"ARL5B","turquoise",1
"CTNNA1","blue",2
"LRRC37A","green",5
"RNF181","blue",2
"CASC3","grey",0
"SURF1","blue",2
"SGSM2","turquoise",1
"SEMA6C","yellow",4
"AGPAT4","turquoise",1
"IL18BP","grey",0
"UQCRC1","turquoise",1
"HIPK2","brown",3
"SLC31A2","brown",3
"HNRNPLL","turquoise",1
"LIAS","turquoise",1
"DAPK1","turquoise",1
"P4HA2","grey",0
"KCNN3","brown",3
"ATP5E","blue",2
"RRM1","blue",2
"CDK2AP1","brown",3
"AXL","grey",0
"NCOA5","grey",0
"SH3BGRL2","turquoise",1
"TTC39C","turquoise",1
"TSSK3","yellow",4
"CAND2","turquoise",1
"CAPZA2","blue",2
"MLIP","turquoise",1
"CSPG5","blue",2
"CACNB1","turquoise",1
"ATP8A2","red",6
"SNAP23","grey",0
"LRCH1","yellow",4
"PRPF39","grey",0
"PHF3","grey",0
"CCT8","turquoise",1
"ACAD8","turquoise",1
"MYO9A","turquoise",1
"NECAB2","turquoise",1
"DAB2IP","green",5
"POLR2B","turquoise",1
"ATP5S","turquoise",1
"SMARCA2","turquoise",1
"CPSF1","green",5
"HSPH1","turquoise",1
"JOSD1","turquoise",1
"LRRC47","turquoise",1
"FNBP1","yellow",4
"RBM45","turquoise",1
"ZYG11B","turquoise",1
"RCN2","turquoise",1
"IMPDH1","grey",0
"TSR2","turquoise",1
"KCNA1","red",6
"CPNE5","turquoise",1
"CCSAP","turquoise",1
"ARL14EP","turquoise",1
"BMPER","turquoise",1
"TMEM206","brown",3
"C2CD2","turquoise",1
"AKAIN1","yellow",4
"SGTB","turquoise",1
"AQP1","brown",3
"TMEM183B","turquoise",1
"ZNF385B","turquoise",1
"CPVL","yellow",4
"EAPP","turquoise",1
"SOGA3","green",5
"PIK3R2","turquoise",1
"SRP72","turquoise",1
"GAB2","brown",3
"BECN1","turquoise",1
"FAM127A","turquoise",1
"PAM16","turquoise",1
"SEMA3B","brown",3
"CLDN10","grey",0
"BRF2","turquoise",1
"CD164","blue",2
"RNF220","turquoise",1
"MAPK6","turquoise",1
"PECAM1","grey",0
"TMEM14C","turquoise",1
"SMC5","green",5
"RDM1","grey",0
"GYPE","turquoise",1
"RCBTB1","brown",3
"CIB1","grey",0
"OST4","blue",2
"MGA","green",5
"KIAA1024","red",6
"SGK1","brown",3
"GNAO1","brown",3
"RPS19BP1","blue",2
"LPAR1","brown",3
"SNX17","turquoise",1
"HS3ST2","turquoise",1
"HIST1H4B","yellow",4
"LAMTOR3","blue",2
"MEGF10","brown",3
"SOD2","grey",0
"DNAJC27","turquoise",1
"RUNDC3A","turquoise",1
"DYNC1LI2","brown",3
"SYNJ2","brown",3
"MNS1","yellow",4
"DEPTOR","turquoise",1
"ZEB2","brown",3
"KIAA0556","blue",2
"AAGAB","turquoise",1
"STMN4","turquoise",1
"PRMT6","turquoise",1
"SERP2","turquoise",1
"ANO5","turquoise",1
"NR1D2","blue",2
"PDE1A","turquoise",1
"CABP1","turquoise",1
"IPW","red",6
"PDE1B","turquoise",1
"MKKS","turquoise",1
"CXXC1","green",5
"DACT1","yellow",4
"MAPK3","turquoise",1
"IDNK","blue",2
"KCNH7","turquoise",1
"LOC93622","blue",2
"TAS2R39","brown",3
"MRPL58","blue",2
"APP","brown",3
"IFNLR1","yellow",4
"CNRIP1","turquoise",1
"TRIM2","turquoise",1
"HBA2","grey",0
"TRAPPC12","blue",2
"JPH4","red",6
"MYL12B","blue",2
"FIG4","turquoise",1
"DGCR2","turquoise",1
"CCDC39","turquoise",1
"SLC39A1","brown",3
"DTD1","blue",2
"CCDC136","turquoise",1
"SMIM7","turquoise",1
"OSTF1","turquoise",1
"SHF","yellow",4
"SP4","yellow",4
"KLHL11","turquoise",1
"DENND5A","brown",3
"LSP1","grey",0
"MANBAL","grey",0
"SLC8A2","red",6
"NFIB","grey",0
"SWAP70","blue",2
"MCF2L2","grey",0
"C1orf52","turquoise",1
"AKIRIN2","turquoise",1
"PSME1","grey",0
"TPM2","grey",0
"ANK3","yellow",4
"CDR1","yellow",4
"TNFRSF11B","grey",0
"PXK","brown",3
"ASNSD1","blue",2
"PFKFB3","grey",0
"CDC37","turquoise",1
"TMEM51","yellow",4
"ASAP2","blue",2
"RPUSD2","turquoise",1
"RNA28S5","brown",3
"BPTF","yellow",4
"IL6ST","grey",0
"CHCHD2","turquoise",1
"KCNG3","turquoise",1
"MOV10","grey",0
"KCNJ16","grey",0
"SOX10","brown",3
"CAMK1G","turquoise",1
"ZC3H12B","turquoise",1
"NPL","grey",0
"RARRES3","brown",3
"IDH3B","blue",2
"MAB21L1","yellow",4
"TFCP2","blue",2
"TUBG2","turquoise",1
"ZFAS1","grey",0
"NDUFAF2","blue",2
"FAAP100","green",5
"OAF","turquoise",1
"FAM122B","blue",2
"TSG101","blue",2
"SAMM50","turquoise",1
"COL9A2","brown",3
"DCP2","turquoise",1
"RAD54L2","grey",0
"GYG1","blue",2
"USP24","yellow",4
"FBL","grey",0
"LMF1","turquoise",1
"LAMTOR1","blue",2
"TIMP3","grey",0
"MED10","turquoise",1
"PADI2","brown",3
"RPS26P11","yellow",4
"MBD6","green",5
"NAV3","turquoise",1
"ZP2","yellow",4
"KIAA0319","turquoise",1
"RPS24","blue",2
"EID2","turquoise",1
"CIRBP","turquoise",1
"BRSK1","turquoise",1
"C2CD5","turquoise",1
"NICN1","turquoise",1
"AJAP1","turquoise",1
"SLC6A1","turquoise",1
"NXPE3","brown",3
"RPL22","blue",2
"TBK1","blue",2
"TNNT2","turquoise",1
"ETNK1","turquoise",1
"SENP7","blue",2
"TBCB","turquoise",1
"FRG1","turquoise",1
"NET1","grey",0
"SFT2D1","blue",2
"CRYM","turquoise",1
"MX1","turquoise",1
"ANKRD20A4","turquoise",1
"DOCK9-AS2","turquoise",1
"DDX18","blue",2
"DTX3L","grey",0
"CAMK2D","turquoise",1
"GORASP2","turquoise",1
"PPA1","blue",2
"NDRG4","red",6
"CCZ1B","blue",2
"IL13RA1","grey",0
"GAB1","brown",3
"METTL5","turquoise",1
"NHP2","turquoise",1
"GTF2F2","blue",2
"LHFPL5","turquoise",1
"COL4A5","brown",3
"FYN","green",5
"ZNF483","turquoise",1
"SLCO1A2","brown",3
"HERC3","turquoise",1
"PTGES3L-AARSD1","turquoise",1
"SH3TC2","brown",3
"BCAT1","turquoise",1
"SEMA6A","brown",3
"MGAT1","grey",0
"CREB1","yellow",4
"LINC01512","grey",0
"PCDHAC1","yellow",4
"KCNIP2","turquoise",1
"CHMP1B","turquoise",1
"PRRG3","turquoise",1
"PMS2","turquoise",1
"MATR3","turquoise",1
"COLGALT2","brown",3
"SPG11","blue",2
"AIG1","turquoise",1
"FAM120AOS","blue",2
"SEPN1","grey",0
"ZCCHC17","turquoise",1
"RHOT1","turquoise",1
"SEMA5B","turquoise",1
"SLC41A2","turquoise",1
"CCAR1","turquoise",1
"ACAD11","brown",3
"BOLA2","turquoise",1
"TARDBP","yellow",4
"CHST6","grey",0
"DSTYK","turquoise",1
"MRPL18","turquoise",1
"MAP1A","turquoise",1
"NAMPT","grey",0
"LEO1","blue",2
"BCLAF1","turquoise",1
"C10orf54","grey",0
"SS18L1","grey",0
"BRINP1","turquoise",1
"CCNH","turquoise",1
"C5orf34","turquoise",1
"XKR4","turquoise",1
"ARID4B","yellow",4
"TAF15","grey",0
"GAR1","blue",2
"LARGE1","turquoise",1
"MSH5","grey",0
"DPY19L1","turquoise",1
"C4B","grey",0
"RBM18","turquoise",1
"EXOC8","turquoise",1
"RNF213","turquoise",1
"SNORD64","turquoise",1
"KAZN","green",5
"UPRT","turquoise",1
"EIF1B","turquoise",1
"CYB561","turquoise",1
"MLC1","grey",0
"KIAA0368","turquoise",1
"RAPGEF4","blue",2
"MSN","grey",0
"LINC00152","turquoise",1
"GSTZ1","grey",0
"SOX2","brown",3
"CDK7","turquoise",1
"DNAJB4","blue",2
"SURF2","turquoise",1
"POLR3GL","blue",2
"LTN1","blue",2
"STAG2","yellow",4
"MYRF","brown",3
"MT1A","brown",3
"LPGAT1","brown",3
"MT1G","brown",3
"SRSF11","blue",2
"CDC26","grey",0
"IFI27","grey",0
"ISOC1","turquoise",1
"PABPC1L2A","turquoise",1
"YAE1D1","grey",0
"PSMD10","turquoise",1
"LRRTM3","turquoise",1
"MGARP","yellow",4
"ANKRD17","blue",2
"KCNN2","turquoise",1
"VCP","turquoise",1
"CHRM1","turquoise",1
"AIF1L","brown",3
"UBL4A","turquoise",1
"PHKB","turquoise",1
"EHD1","green",5
"FBXO3","turquoise",1
"RGCC","brown",3
"FAM133B","turquoise",1
"VCPIP1","turquoise",1
"PLA2G16","brown",3
"RNU4ATAC","grey",0
"KCNIP4-IT1","red",6
"GPRC5C","green",5
"RASGRF1","red",6
"MYLIP","brown",3
"CDK20","turquoise",1
"CPSF6","grey",0
"SLCO1C1","grey",0
"SNCB","turquoise",1
"PTGES3","blue",2
"GSAP","turquoise",1
"F8","turquoise",1
"SEMA4D","brown",3
"PJA2","turquoise",1
"NOTCH3","grey",0
"PTBP3","blue",2
"DHX30","turquoise",1
"PAGR1","yellow",4
"UBE2Q2P1","grey",0
"KIAA0319L","turquoise",1
"CAPRIN1","turquoise",1
"MRPL50","blue",2
"AP1G2","green",5
"ARID5B","turquoise",1
"FAM174A","turquoise",1
"TAB3","turquoise",1
"MRPL2","turquoise",1
"SUN2","brown",3
"MRPS31","blue",2
"SAMD4B","brown",3
"DST","brown",3
"SH3GL3","brown",3
"CTDSPL2","grey",0
"FOXN2","brown",3
"LOC100131023","turquoise",1
"HES4","turquoise",1
"MCTS1","turquoise",1
"GNAI1","brown",3
"ADD3","grey",0
"GGCT","turquoise",1
"TIMM21","blue",2
"DPY19L4","blue",2
"CNNM3","green",5
"SNTA1","grey",0
"GIMAP4","grey",0
"CHCHD3","blue",2
"MAVS","green",5
"DPP6","red",6
"TJP2","brown",3
"DBT","turquoise",1
"TTTY20","grey",0
"HOOK3","turquoise",1
"PIGQ","grey",0
"BRWD3","yellow",4
"CALHM2","grey",0
"CEP85L","grey",0
"CACNB2","turquoise",1
"MARCH2","turquoise",1
"PAQR6","brown",3
"RPP38","green",5
"MED13L","yellow",4
"LINC01105","brown",3
"KRTAP5-1","green",5
"HMGCS1","turquoise",1
"CNP","brown",3
"NSD1","yellow",4
"TOB1","grey",0
"SLC38A6","turquoise",1
"PCDHGA5","grey",0
"KIF1C","brown",3
"ATP5G3","turquoise",1
"KIF5B","brown",3
"NBPF9","yellow",4
"ACOX1","grey",0
"TTLL7","brown",3
"KLHL15","turquoise",1
"OSBPL11","blue",2
"SORCS3","turquoise",1
"PLEKHG5","grey",0
"MYPOP","turquoise",1
"PAICS","blue",2
"CLIC4","brown",3
"RBM15","grey",0
"SNHG5","brown",3
"MAP4K5","brown",3
"C1orf64","grey",0
"PJA1","turquoise",1
"HHATL","brown",3
"BMI1","grey",0
"LIN7C","grey",0
"TPD52","turquoise",1
"RBM14","green",5
"CCDC3","turquoise",1
"ITM2B","blue",2
"MAP2K5","turquoise",1
"TESC","turquoise",1
"SDHD","blue",2
"SLC44A2","grey",0
"ZSWIM4","grey",0
"VPS53","red",6
"N4BP2L1","turquoise",1
"ABHD8","turquoise",1
"TMEM230","turquoise",1
"NPC1","brown",3
"MARK4","grey",0
"MT2A","brown",3
"KAT2A","grey",0
"ESAM","grey",0
"RBP4","turquoise",1
"SLC25A36","turquoise",1
"TOP1P1","blue",2
"MAP1B","red",6
"ARX","turquoise",1
"TMX3","turquoise",1
"RUSC2","turquoise",1
"SLC18A3","grey",0
"MNAT1","turquoise",1
"SLC38A2","grey",0
"PGM5-AS1","grey",0
"CYB5R3","brown",3
"DBNDD2","brown",3
"RAB9A","blue",2
"GLRA3","turquoise",1
"MED21","turquoise",1
"YBX3","grey",0
"MAL","brown",3
"B3GALNT1","turquoise",1
"CSNK1G3","turquoise",1
"TOP1P2","turquoise",1
"DUSP8","green",5
"SATB1","turquoise",1
"KIF13B","brown",3
"ZNF548","turquoise",1
"TRNP1","turquoise",1
"NNT","turquoise",1
"CPS1","turquoise",1
"NBPF10","yellow",4
"EXOC1","turquoise",1
"RC3H2","turquoise",1
"GNPDA1","turquoise",1
"BCAP29","turquoise",1
"GTF2H1","turquoise",1
"AP4E1","grey",0
"TMTC4","brown",3
"EXOSC9","turquoise",1
"PPM1H","turquoise",1
"GRM4","yellow",4
"GULP1","turquoise",1
"NPTX1","red",6
"ATF2","turquoise",1
"ANXA1","grey",0
"TAF9B","turquoise",1
"SLAMF7","grey",0
"ADNP","blue",2
"HBP1","yellow",4
"PPP1R9A","turquoise",1
"VPS33B","turquoise",1
"PIK3CB","turquoise",1
"MGAT3","turquoise",1
"SEC23B","blue",2
"VTA1","turquoise",1
"MRTO4","turquoise",1
"PHYHIP","turquoise",1
"AFF3","turquoise",1
"PPP3R1","turquoise",1
"AQP7P1","yellow",4
"ANKRD24","turquoise",1
"PCMTD2","grey",0
"STARD3NL","turquoise",1
"SYT7","grey",0
"SPOCK1","grey",0
"ARHGEF10L","grey",0
"RNY5","grey",0
"FXYD5","grey",0
"BOC","green",5
"SPA17","turquoise",1
"TSR3","brown",3
"GNB5","turquoise",1
"ABHD17C","turquoise",1
"TMEM170B","turquoise",1
"PTX4","grey",0
"RBM6","green",5
"HIP1","brown",3
"STX1A","turquoise",1
"MVB12A","brown",3
"SSR3","blue",2
"MAP6","turquoise",1
"LSM14B","grey",0
"LUZP1","turquoise",1
"MTCL1","yellow",4
"RHPN2","grey",0
"GFPT1","turquoise",1
"ACTN4","brown",3
"UBE2H","blue",2
"LAGE3","turquoise",1
"RGS6","turquoise",1
"SLC4A5","grey",0
"PDXDC2P","green",5
"PAFAH1B2","turquoise",1
"SPRED1","turquoise",1
"WARS","turquoise",1
"UTP11","turquoise",1
"CLK3","green",5
"FAM118B","blue",2
"PDE4DIP","green",5
"HHAT","turquoise",1
"TRIL","grey",0
"GRM3","brown",3
"NEMP2","yellow",4
"CYB5R1","turquoise",1
"SDHAF3","turquoise",1
"TCEAL1","turquoise",1
"MRPL24","blue",2
"CD93","grey",0
"RAB3GAP2","blue",2
"PTPRF","turquoise",1
"NAB1","grey",0
"SGK223","yellow",4
"H2AFV","yellow",4
"KIAA0513","red",6
"IGSF8","brown",3
"SVIP","turquoise",1
"SNORD114-30","red",6
"SNX14","blue",2
"LGALS14","grey",0
"LUC7L3","yellow",4
"TMEM185B","brown",3
"MIDN","grey",0
"GTF3C5","grey",0
"ALDH5A1","turquoise",1
"MAK16","turquoise",1
"CNKSR3","brown",3
"PELP1","brown",3
"XPOT","blue",2
"MBP","brown",3
"METTL13","turquoise",1
"KBTBD6","blue",2
"ECHDC2","yellow",4
"INPP4A","red",6
"NUDT2","turquoise",1
"HDDC3","turquoise",1
"RGS2","turquoise",1
"ST3GAL3","turquoise",1
"NIPSNAP1","turquoise",1
"SORBS1","grey",0
"ZNF189","turquoise",1
"GGH","turquoise",1
"FYCO1","brown",3
"DAAM2","brown",3
"CAMKK2","red",6
"FRMD4A","blue",2
"FLNB","grey",0
"VPS13A","turquoise",1
"RSBN1","turquoise",1
"RABL2B","turquoise",1
"RELL1","grey",0
"LHFP","yellow",4
"ICA1","turquoise",1
"PERP","grey",0
"RLIM","turquoise",1
"KIAA1456","yellow",4
"RHOXF2B","yellow",4
"ETS1","brown",3
"HIST1H4E","turquoise",1
"PCBP1","blue",2
"RPL36AL","grey",0
"IDH2","blue",2
"KXD1","turquoise",1
"LRRC42","blue",2
"LINC00938","grey",0
"STX6","turquoise",1
"APLP2","turquoise",1
"SPRYD7","turquoise",1
"CMTM6","grey",0
"TATDN2","turquoise",1
"ISLR","turquoise",1
"SLC5A3","grey",0
"SDAD1","turquoise",1
"USP6NL","blue",2
"RNPS1","turquoise",1
"CTNNB1","yellow",4
"PAPOLA","grey",0
"PLEKHA6","grey",0
"NPY","turquoise",1
"ASIC2","turquoise",1
"PTGR1","blue",2
"FAM179B","turquoise",1
"CBLN3","yellow",4
"NT5C","grey",0
"APLNR","grey",0
"TRAM1","blue",2
"SSBP2","turquoise",1
"CCDC28A","turquoise",1
"RUNDC3B","turquoise",1
"MAGI2","turquoise",1
"NUDT15","turquoise",1
"FAM214A","yellow",4
"WSCD1","yellow",4
